epoch,train_loss,train_accuracy,train_recall,train_dice,val_loss,val_accuracy,val_recall,val_dice,lr
16,0.27734687452514967,0.9772967402140293,0.8386951241267038,0.8459219551529287,0.20745718210935593,0.9847335624694806,0.8557370104640116,0.8887081611549297,0.0007679133974894982
17,0.2782099753121535,0.9771999931335443,0.8390272637708045,0.8454186516489971,0.1862888130545616,0.9857125473022442,0.8775506050867001,0.8974364380961908,0.0007408768370508576
18,0.27663363352417947,0.9772886912027989,0.8382563780950325,0.8458075182572015,0.19689134150743484,0.9856848335266095,0.8885791052417404,0.8984035514837097,0.0007128896457825362
19,0.2763689956565698,0.9773342768351232,0.8383898499767422,0.8460901038243421,0.19249243557453155,0.9845019531249982,0.9023163974030058,0.8924061527900733,0.0006840622763423389
20,0.27520902127027513,0.9774784151713047,0.8402087466006308,0.8471997900168687,0.18088392838835715,0.9865440368652325,0.8809631046247915,0.9031652877451833,0.0006545084971874735
21,0.2725633869568507,0.9777333068847651,0.8416789051541036,0.8488918151502158,0.2060934615135193,0.9839356422424298,0.8733709358078183,0.8856506178234946,0.0006243449435824271
22,0.2746171972155571,0.9774641418457025,0.8394885973516882,0.8470066719825642,0.1885545288026333,0.9862906074523907,0.85807574013803,0.8991592712702139,0.0005936906572928622
23,0.2714490116139253,0.9777087084452306,0.8418642257283235,0.8487783914379127,0.1825695453584194,0.9866301727294904,0.8745625258066027,0.9030891672457066,0.000562666616782152
24,0.2704010254641374,0.9778206507364904,0.841604640030178,0.8493839980768144,0.17478193446993828,0.9865665245056134,0.9004684956992731,0.9052073436680345,0.0005313952597646566
25,0.268503943781058,0.9780269749959304,0.843418146443459,0.8508491186349296,0.18078629419207573,0.9866613197326642,0.8986452291146165,0.905640194065204,0.0004999999999999998
26,0.26685812667012215,0.9780908203124995,0.8444495589652605,0.8513727299295423,0.17108019307255745,0.9871068382263165,0.8988631963638323,0.9085236494080133,0.00046860474023534314
27,0.2664882490038872,0.9781532732645665,0.843636749429208,0.8516119303352788,0.17870469778776168,0.9869688796997053,0.8743908832921711,0.9052949788759075,0.00043733338321784774
28,0.2667402040958404,0.978196436564127,0.8443159159657537,0.8519631969212627,0.1679307897388935,0.987710704803465,0.8954889883695221,0.9121319191989873,0.00040630934270713756
29,0.26561590254306794,0.9782287788391107,0.8451102447797235,0.8522687567551953,0.17434177428483963,0.986832904815672,0.8871248298971567,0.9056440013717229,0.00037565505641757246
30,0.26512330119808514,0.9782541592915848,0.8450731122177607,0.8524100338004966,0.18128082498908044,0.9861222457885724,0.8845330547065425,0.9007941171898802,0.00034549150281252633
31,0.26521600544452667,0.9782439168294266,0.8448071951611237,0.8523111705598744,0.16762749582529068,0.9875940704345685,0.9037950400936321,0.9121148230400462,0.00031593772365766105
32,0.2632330546279748,0.9783658727010086,0.8463786554504582,0.8532502228791254,0.1695684713125229,0.9872808074951154,0.9068910319062037,0.910374558896568,0.00028711035421746355
33,0.2617665857076645,0.9785229873657221,0.8465087049762265,0.8541796815510286,0.17593591794371605,0.986636486053465,0.8863448070507616,0.9042949543578249,0.0002591231629491422
34,0.26090182647109034,0.978598219553629,0.8477286893103922,0.8547950608712089,0.17667218476533889,0.9870006561279279,0.8764704086698246,0.9057071562061816,0.00023208660251050145
35,0.2606280446549257,0.9786362648010248,0.847591110601553,0.8549956417456646,0.18454866647720336,0.985644111633299,0.882623029659053,0.8975270742591013,0.00020610737385376337
36,0.25935101638237634,0.9787157376607254,0.848302960637338,0.8555608610090936,0.17725327104330063,0.9867855453491192,0.8870238794635519,0.9053269946337748,0.00018128800512565502
37,0.2593225840230783,0.9787495231628413,0.8480752028494463,0.8557239159484036,0.17335603043437003,0.9866604042053204,0.903928658837316,0.9061341195004518,0.00015772644703565555
38,0.2575908176600933,0.978858369191487,0.8487815771157252,0.8564591382698945,0.1622022993862629,0.9877938461303692,0.9097444213504835,0.9139250496916693,0.00013551568628929425
39,0.25755251218875247,0.9788285255432123,0.848633217985671,0.8562641219517622,0.16801669165492059,0.987564449310301,0.903742021033012,0.911918753219539,0.00011474337861210535
40,0.2561523026227951,0.9789743804931635,0.849698169595697,0.8572663824462479,0.17029236748814583,0.9872367668151837,0.8837026905298616,0.9079501102338164,9.549150281252626e-05
41,0.25744639987746876,0.9789172554016108,0.8490964338623225,0.8568471923192332,0.16432688727974892,0.9877628135681135,0.8995358422238202,0.9128313332812392,7.783603724899252e-05
42,0.2554870170354843,0.9790039316813145,0.8504142975764085,0.857541341057672,0.16949095860123634,0.9872257804870587,0.8946926313680873,0.9089066725134248,6.184665997806817e-05
43,0.2548958720266819,0.9790862147013341,0.8502488266666479,0.8579966590435447,0.16885330840945245,0.9873196411132794,0.8928219689565128,0.9093430337225311,4.7586473766990294e-05
44,0.2549522242943446,0.9790647570292149,0.8505582076437391,0.8579160224983265,0.15968793392181396,0.988262348175047,0.8951660540911999,0.9157159924326685,3.5111757055874305e-05
45,0.2541742612918218,0.9791405550638829,0.8504598149104274,0.8583435203535352,0.16111533090472221,0.9880135726928693,0.8997797834572792,0.9144859774932179,2.4471741852423218e-05
46,0.2536404396096865,0.9791572507222488,0.8510322039416056,0.8585225906203129,0.16434966668486595,0.9878610610961895,0.8946446999951025,0.913038689946701,1.5708419435684507e-05
47,0.2534573716918627,0.9791952578226719,0.8507207695509497,0.858699730401419,0.16189592882990836,0.9880674552917462,0.8988607864065314,0.9147580032785416,8.856374635655634e-06
48,0.25325461809833844,0.9791960461934403,0.8511964770267867,0.858772141877372,0.16352730691432954,0.9879396820068341,0.8976566110751757,0.9138182855030518,3.942649342761115e-06
49,0.25286323636770247,0.9791930198669428,0.8515770430074564,0.858808709120582,0.1638510549068451,0.9878453063964826,0.8989657534356378,0.9133178683075032,9.866357858642198e-07
50,0.2536978438993295,0.9791773351033523,0.8512378019747776,0.8586689658535327,0.16305959045886995,0.9879044342040998,0.8983222948362943,0.9136466779306758,0.0
